,gene_name,gene_id,dataset
500,Gys1,ENSMUSG00000003865,snRNAseq2
501,Ruvbl2,ENSMUSG00000003868,snRNAseq2
502,Lin7b,ENSMUSG00000003872,snRNAseq2
503,Bax,ENSMUSG00000003873,snRNAseq2
504,Zfp81,ENSMUSG00000003929,snRNAseq2
505,Efnb3,ENSMUSG00000003934,snRNAseq2
506,Mmd,ENSMUSG00000003948,snRNAseq2
507,Hlf,ENSMUSG00000003949,snRNAseq2
508,Fam162a,ENSMUSG00000003955,snRNAseq2
509,Grm3,ENSMUSG00000003974,snRNAseq2
510,Gstm5,ENSMUSG00000004032,snRNAseq2
511,Gstm7,ENSMUSG00000004035,snRNAseq2
512,Gstm3,ENSMUSG00000004038,snRNAseq2
513,Stat3,ENSMUSG00000004040,snRNAseq2
514,Stat5a,ENSMUSG00000004043,snRNAseq2
515,Cavin1,ENSMUSG00000004044,snRNAseq2
516,Map3k11,ENSMUSG00000004054,snRNAseq2
517,Akt2,ENSMUSG00000004056,snRNAseq2
518,Dnaja3,ENSMUSG00000004069,snRNAseq2
519,Hmox2,ENSMUSG00000004070,snRNAseq2
520,Cdip1,ENSMUSG00000004071,snRNAseq2
521,Map3k20,ENSMUSG00000004085,snRNAseq2
522,Col5a3,ENSMUSG00000004098,snRNAseq2
523,Dnmt1,ENSMUSG00000004099,snRNAseq2
524,Ppan,ENSMUSG00000004100,snRNAseq2
525,Angptl2,ENSMUSG00000004105,snRNAseq2
526,Cacna1b,ENSMUSG00000004113,snRNAseq2
527,Kifc2,ENSMUSG00000004187,snRNAseq2
528,Psap,ENSMUSG00000004207,snRNAseq2
529,Ikbkg,ENSMUSG00000004221,snRNAseq2
530,Pax2,ENSMUSG00000004231,snRNAseq2
531,Phb2,ENSMUSG00000004264,snRNAseq2
532,Ptpn6,ENSMUSG00000004266,snRNAseq2
533,Eno2,ENSMUSG00000004267,snRNAseq2
534,Emg1,ENSMUSG00000004268,snRNAseq2
535,Lpcat3,ENSMUSG00000004270,snRNAseq2
536,Atp6v1f,ENSMUSG00000004285,snRNAseq2
537,Il12b,ENSMUSG00000004296,snRNAseq2
538,Clcn5,ENSMUSG00000004317,snRNAseq2
539,Hif3a,ENSMUSG00000004328,snRNAseq2
540,Gpx5,ENSMUSG00000004344,snRNAseq2
541,Pde1c,ENSMUSG00000004347,snRNAseq2
542,Utp20,ENSMUSG00000004356,snRNAseq2
543,Spic,ENSMUSG00000004359,snRNAseq2
544,9330159F19Rik,ENSMUSG00000004360,snRNAseq2
545,Cul3,ENSMUSG00000004364,snRNAseq2
546,Sst,ENSMUSG00000004366,snRNAseq2
547,Il11,ENSMUSG00000004371,snRNAseq2
548,Large1,ENSMUSG00000004383,snRNAseq2
549,Ddx56,ENSMUSG00000004393,snRNAseq2
550,Tmed4,ENSMUSG00000004394,snRNAseq2
551,Col26a1,ENSMUSG00000004415,snRNAseq2
552,Bid,ENSMUSG00000004446,snRNAseq2
553,Ralb,ENSMUSG00000004451,snRNAseq2
554,Ppp1cc,ENSMUSG00000004455,snRNAseq2
555,Dnajb11,ENSMUSG00000004460,snRNAseq2
556,Clec11a,ENSMUSG00000004473,snRNAseq2
557,Zfp324,ENSMUSG00000004500,snRNAseq2
558,Gab2,ENSMUSG00000004508,snRNAseq2
559,Coro1c,ENSMUSG00000004530,snRNAseq2
560,Tax1bp1,ENSMUSG00000004535,snRNAseq2
561,Psg17,ENSMUSG00000004540,snRNAseq2
562,Ctse,ENSMUSG00000004552,snRNAseq2
563,Ndrg2,ENSMUSG00000004558,snRNAseq2
564,Mettl17,ENSMUSG00000004561,snRNAseq2
565,Arhgef40,ENSMUSG00000004562,snRNAseq2
566,Pnpla6,ENSMUSG00000004565,snRNAseq2
567,Mcoln1,ENSMUSG00000004567,snRNAseq2
568,Arhgef18,ENSMUSG00000004568,snRNAseq2
569,Pkn2,ENSMUSG00000004591,snRNAseq2
570,Etfb,ENSMUSG00000004610,snRNAseq2
571,Stxbp2,ENSMUSG00000004626,snRNAseq2
572,Pcp2,ENSMUSG00000004630,snRNAseq2
573,Chn2,ENSMUSG00000004633,snRNAseq2
574,Wwox,ENSMUSG00000004637,snRNAseq2
575,Slbp,ENSMUSG00000004642,snRNAseq2
576,Aqp1,ENSMUSG00000004655,snRNAseq2
577,Arid3b,ENSMUSG00000004661,snRNAseq2
578,Cnn2,ENSMUSG00000004665,snRNAseq2
579,Polr2e,ENSMUSG00000004667,snRNAseq2
580,Abca13,ENSMUSG00000004668,snRNAseq2
581,Myo9b,ENSMUSG00000004677,snRNAseq2
582,Ly9,ENSMUSG00000004707,snRNAseq2
583,Cd244,ENSMUSG00000004709,snRNAseq2
584,Adgre1,ENSMUSG00000004730,snRNAseq2
585,Mtfp1,ENSMUSG00000004748,snRNAseq2
586,Rab11a,ENSMUSG00000004771,snRNAseq2
587,Dlst,ENSMUSG00000004789,snRNAseq2
588,Ulk2,ENSMUSG00000004798,snRNAseq2
589,Ccl24,ENSMUSG00000004814,snRNAseq2
590,Dgkq,ENSMUSG00000004815,snRNAseq2
591,Grap,ENSMUSG00000004837,snRNAseq2
592,Pou1f1,ENSMUSG00000004842,snRNAseq2
593,Chmp2b,ENSMUSG00000004843,snRNAseq2
594,Plod3,ENSMUSG00000004846,snRNAseq2
595,Ap1s1,ENSMUSG00000004849,snRNAseq2
596,Mapk13,ENSMUSG00000004864,snRNAseq2
597,Srpk1,ENSMUSG00000004865,snRNAseq2
598,Lbr,ENSMUSG00000004880,snRNAseq2
599,Crabp2,ENSMUSG00000004885,snRNAseq2
600,Nes,ENSMUSG00000004891,snRNAseq2
601,Bcan,ENSMUSG00000004892,snRNAseq2
602,Hapln2,ENSMUSG00000004894,snRNAseq2
603,Prcc,ENSMUSG00000004895,snRNAseq2
604,Rrnad1,ENSMUSG00000004896,snRNAseq2
605,Hdgf,ENSMUSG00000004897,snRNAseq2
606,Thop1,ENSMUSG00000004929,snRNAseq2
607,Apba3,ENSMUSG00000004931,snRNAseq2
608,Matk,ENSMUSG00000004933,snRNAseq2
609,Pias4,ENSMUSG00000004934,snRNAseq2
610,Map2k1,ENSMUSG00000004936,snRNAseq2
611,Sgta,ENSMUSG00000004937,snRNAseq2
612,Nmrk2,ENSMUSG00000004939,snRNAseq2
613,Tmem242,ENSMUSG00000004945,snRNAseq2
614,Zp3,ENSMUSG00000004948,snRNAseq2
615,Hspb1,ENSMUSG00000004951,snRNAseq2
616,Rasa4,ENSMUSG00000004952,snRNAseq2
617,Syt5,ENSMUSG00000004961,snRNAseq2
618,Hnrnpa2b1,ENSMUSG00000004980,snRNAseq2
619,Fxyd4,ENSMUSG00000004988,snRNAseq2
620,Ccdc130,ENSMUSG00000004994,snRNAseq2
621,Mri1,ENSMUSG00000004996,snRNAseq2
622,Prkacb,ENSMUSG00000005034,snRNAseq2
623,Sgsh,ENSMUSG00000005043,snRNAseq2
624,Chd5,ENSMUSG00000005045,snRNAseq2
625,Cstb,ENSMUSG00000005054,snRNAseq2
626,Pex5,ENSMUSG00000005069,snRNAseq2
627,Cd44,ENSMUSG00000005087,snRNAseq2
628,Slc1a2,ENSMUSG00000005089,snRNAseq2
629,Eif2ak4,ENSMUSG00000005102,snRNAseq2
630,Wdr1,ENSMUSG00000005103,snRNAseq2
631,Slc2a9,ENSMUSG00000005107,snRNAseq2
632,Ndrg1,ENSMUSG00000005125,snRNAseq2
633,4930550C14Rik,ENSMUSG00000005131,snRNAseq2
634,Klf5,ENSMUSG00000005148,snRNAseq2
635,Wdr83,ENSMUSG00000005150,snRNAseq2
636,Prdx2,ENSMUSG00000005161,snRNAseq2
637,Polr2a,ENSMUSG00000005198,snRNAseq2
638,Shbg,ENSMUSG00000005202,snRNAseq2
639,Senp3,ENSMUSG00000005204,snRNAseq2
640,Plekha8,ENSMUSG00000005225,snRNAseq2
641,G6pc2,ENSMUSG00000005232,snRNAseq2
642,Spc25,ENSMUSG00000005233,snRNAseq2
643,Dnah2,ENSMUSG00000005237,snRNAseq2
644,Ufd1,ENSMUSG00000005262,snRNAseq2
645,Zfp287,ENSMUSG00000005267,snRNAseq2
646,Prlr,ENSMUSG00000005268,snRNAseq2
647,Letm1,ENSMUSG00000005299,snRNAseq2
648,Fgfr4,ENSMUSG00000005320,snRNAseq2
649,Cadm3,ENSMUSG00000005338,snRNAseq2
650,Txn2,ENSMUSG00000005354,snRNAseq2
651,Casp14,ENSMUSG00000005355,snRNAseq2
652,Slc1a6,ENSMUSG00000005357,snRNAseq2
653,Slc1a3,ENSMUSG00000005360,snRNAseq2
654,Crbn,ENSMUSG00000005362,snRNAseq2
655,Msh6,ENSMUSG00000005370,snRNAseq2
656,Mlxipl,ENSMUSG00000005373,snRNAseq2
657,Tbl2,ENSMUSG00000005374,snRNAseq2
658,Bud23,ENSMUSG00000005378,snRNAseq2
659,Nid1,ENSMUSG00000005397,snRNAseq2
660,Mcm5,ENSMUSG00000005410,snRNAseq2
661,Hmox1,ENSMUSG00000005413,snRNAseq2
662,Mprip,ENSMUSG00000005417,snRNAseq2
663,Cic,ENSMUSG00000005442,snRNAseq2
664,Pafah1b3,ENSMUSG00000005447,snRNAseq2
665,Il27ra,ENSMUSG00000005465,snRNAseq2
666,Prkaca,ENSMUSG00000005469,snRNAseq2
667,Asf1b,ENSMUSG00000005470,snRNAseq2
668,Myl10,ENSMUSG00000005474,snRNAseq2
669,Ddx39,ENSMUSG00000005481,snRNAseq2
670,Dnajb1,ENSMUSG00000005483,snRNAseq2
671,Evx1,ENSMUSG00000005503,snRNAseq2
672,Celf1,ENSMUSG00000005506,snRNAseq2
673,Ndufs3,ENSMUSG00000005510,snRNAseq2
674,Por,ENSMUSG00000005514,snRNAseq2
675,Insr,ENSMUSG00000005534,snRNAseq2
676,Fcer2a,ENSMUSG00000005540,snRNAseq2
677,Cyp2a5,ENSMUSG00000005547,snRNAseq2
678,Atp4a,ENSMUSG00000005553,snRNAseq2
679,Trim28,ENSMUSG00000005566,snRNAseq2
680,Adcy9,ENSMUSG00000005580,snRNAseq2
681,Mef2c,ENSMUSG00000005583,snRNAseq2
682,Ctr9,ENSMUSG00000005609,snRNAseq2
683,Eif4g2,ENSMUSG00000005610,snRNAseq2
684,Mrvi1,ENSMUSG00000005611,snRNAseq2
685,Pcyt1a,ENSMUSG00000005615,snRNAseq2
686,Zfp592,ENSMUSG00000005621,snRNAseq2
687,Psmd4,ENSMUSG00000005625,snRNAseq2
688,Insrr,ENSMUSG00000005640,snRNAseq2
689,Mthfd2,ENSMUSG00000005667,snRNAseq2
690,Kit,ENSMUSG00000005672,snRNAseq2
691,Tomm40l,ENSMUSG00000005674,snRNAseq2
692,Nr1i3,ENSMUSG00000005677,snRNAseq2
693,Apoa2,ENSMUSG00000005681,snRNAseq2
694,Cs,ENSMUSG00000005683,snRNAseq2
695,Ampd3,ENSMUSG00000005686,snRNAseq2
696,Bcas2,ENSMUSG00000005687,snRNAseq2
697,Sh2d1a,ENSMUSG00000005696,snRNAseq2
698,Ctcf,ENSMUSG00000005698,snRNAseq2
699,Pard6a,ENSMUSG00000005699,snRNAseq2
700,Agrp,ENSMUSG00000005705,snRNAseq2
701,Pvalb,ENSMUSG00000005716,snRNAseq2
702,Ranbp1,ENSMUSG00000005732,snRNAseq2
703,Cd247,ENSMUSG00000005763,snRNAseq2
704,Rfx5,ENSMUSG00000005774,snRNAseq2
705,Psmb4,ENSMUSG00000005779,snRNAseq2
706,Slc30a4,ENSMUSG00000005802,snRNAseq2
707,Sqor,ENSMUSG00000005803,snRNAseq2
708,Bloc1s6,ENSMUSG00000005804,snRNAseq2
709,Metap1,ENSMUSG00000005813,snRNAseq2
710,Gpr108,ENSMUSG00000005823,snRNAseq2
711,Tnfsf14,ENSMUSG00000005824,snRNAseq2
712,Rsl1d1,ENSMUSG00000005846,snRNAseq2
713,Cnga2,ENSMUSG00000005864,snRNAseq2
714,Apc,ENSMUSG00000005871,snRNAseq2
715,Reep5,ENSMUSG00000005873,snRNAseq2
716,Ergic3,ENSMUSG00000005881,snRNAseq2
717,Uqcc1,ENSMUSG00000005882,snRNAseq2
718,Spo11,ENSMUSG00000005883,snRNAseq2
719,Trh,ENSMUSG00000005892,snRNAseq2
720,Smpd4,ENSMUSG00000005899,snRNAseq2
721,Pex1,ENSMUSG00000005907,snRNAseq2
722,Otx1,ENSMUSG00000005917,snRNAseq2
723,Kctd20,ENSMUSG00000005936,snRNAseq2
724,Ctns,ENSMUSG00000005949,snRNAseq2
725,P2rx5,ENSMUSG00000005950,snRNAseq2
726,Shpk,ENSMUSG00000005951,snRNAseq2
727,Ephb3,ENSMUSG00000005958,snRNAseq2
728,Tuft1,ENSMUSG00000005968,snRNAseq2
729,Rcn1,ENSMUSG00000005973,snRNAseq2
730,Dnase1,ENSMUSG00000005980,snRNAseq2
731,Trap1,ENSMUSG00000005981,snRNAseq2
732,Naa60,ENSMUSG00000005982,snRNAseq2
733,1700037C18Rik,ENSMUSG00000005983,snRNAseq2
734,Ankrd13d,ENSMUSG00000005986,snRNAseq2
735,Tpr,ENSMUSG00000006005,snRNAseq2
736,BC003331,ENSMUSG00000006010,snRNAseq2
737,Prg4,ENSMUSG00000006014,snRNAseq2
738,Dhx34,ENSMUSG00000006019,snRNAseq2
739,Kptn,ENSMUSG00000006021,snRNAseq2
740,Napa,ENSMUSG00000006024,snRNAseq2
741,Sra1,ENSMUSG00000006050,snRNAseq2
742,Calcoco2,ENSMUSG00000006056,snRNAseq2
743,Atp5g1,ENSMUSG00000006057,snRNAseq2
744,Tbcb,ENSMUSG00000006095,snRNAseq2
745,Inpp5k,ENSMUSG00000006127,snRNAseq2
746,Crkl,ENSMUSG00000006134,snRNAseq2
747,Eps8l1,ENSMUSG00000006154,snRNAseq2
748,Clint1,ENSMUSG00000006169,snRNAseq2
749,Cdkal1,ENSMUSG00000006191,snRNAseq2
750,Rhox6,ENSMUSG00000006200,snRNAseq2
751,Htra1,ENSMUSG00000006205,snRNAseq2
752,Zbtb17,ENSMUSG00000006215,snRNAseq2
753,Clcnkb,ENSMUSG00000006216,snRNAseq2
754,Hspb7,ENSMUSG00000006221,snRNAseq2
755,Epor,ENSMUSG00000006235,snRNAseq2
756,Mob1b,ENSMUSG00000006262,snRNAseq2
757,Atp6v1b2,ENSMUSG00000006273,snRNAseq2
758,Eps15l1,ENSMUSG00000006276,snRNAseq2
759,Tep1,ENSMUSG00000006281,snRNAseq2
760,Ttc5,ENSMUSG00000006288,snRNAseq2
761,Aamp,ENSMUSG00000006299,snRNAseq2
762,Tmbim1,ENSMUSG00000006301,snRNAseq2
763,Arpc2,ENSMUSG00000006304,snRNAseq2
764,Kmt2b,ENSMUSG00000006307,snRNAseq2
765,Zbtb32,ENSMUSG00000006310,snRNAseq2
766,Etv2,ENSMUSG00000006311,snRNAseq2
767,Upk1a,ENSMUSG00000006313,snRNAseq2
768,Tmem147,ENSMUSG00000006315,snRNAseq2
769,Susd2,ENSMUSG00000006342,snRNAseq2
770,Ggt5,ENSMUSG00000006344,snRNAseq2
771,Ggt1,ENSMUSG00000006345,snRNAseq2
772,Cbfa2t3,ENSMUSG00000006362,snRNAseq2
773,Fbln1,ENSMUSG00000006369,snRNAseq2
774,Pgrmc1,ENSMUSG00000006373,snRNAseq2
775,Gcat,ENSMUSG00000006378,snRNAseq2
776,Tek,ENSMUSG00000006386,snRNAseq2
777,Mpl,ENSMUSG00000006389,snRNAseq2
778,Elovl1,ENSMUSG00000006390,snRNAseq2
779,Med8,ENSMUSG00000006392,snRNAseq2
780,Hyi,ENSMUSG00000006395,snRNAseq2
781,Cdc20,ENSMUSG00000006398,snRNAseq2
782,Nectin4,ENSMUSG00000006411,snRNAseq2
783,Pfdn2,ENSMUSG00000006412,snRNAseq2
784,Rnf114,ENSMUSG00000006418,snRNAseq2
785,C330007P06Rik,ENSMUSG00000006423,snRNAseq2
786,Neurl1a,ENSMUSG00000006435,snRNAseq2
787,Srm,ENSMUSG00000006442,snRNAseq2
788,Rbm14,ENSMUSG00000006456,snRNAseq2
789,Actn3,ENSMUSG00000006457,snRNAseq2
790,Zdhhc24,ENSMUSG00000006463,snRNAseq2
791,Bbs1,ENSMUSG00000006464,snRNAseq2
792,Slc34a3,ENSMUSG00000006469,snRNAseq2
793,Ndor1,ENSMUSG00000006471,snRNAseq2
794,Nsmf,ENSMUSG00000006476,snRNAseq2
795,Prl7a1,ENSMUSG00000006488,snRNAseq2
796,Prl8a9,ENSMUSG00000006490,snRNAseq2
797,Ptbp1,ENSMUSG00000006498,snRNAseq2
798,Mvd,ENSMUSG00000006517,snRNAseq2
799,Cyba,ENSMUSG00000006519,snRNAseq2
800,Itih3,ENSMUSG00000006522,snRNAseq2
801,Tmem110,ENSMUSG00000006526,snRNAseq2
802,Sfmbt1,ENSMUSG00000006527,snRNAseq2
803,Itih1,ENSMUSG00000006529,snRNAseq2
804,Ihh,ENSMUSG00000006538,snRNAseq2
805,Prkag3,ENSMUSG00000006542,snRNAseq2
806,Cryba2,ENSMUSG00000006546,snRNAseq2
807,Atp7b,ENSMUSG00000006567,snRNAseq2
808,Defb2,ENSMUSG00000006570,snRNAseq2
809,Slc4a1,ENSMUSG00000006574,snRNAseq2
810,Rundc3a,ENSMUSG00000006575,snRNAseq2
811,Slc4a3,ENSMUSG00000006576,snRNAseq2
812,Cdt1,ENSMUSG00000006585,snRNAseq2
813,Runx1t1,ENSMUSG00000006586,snRNAseq2
814,Snai3,ENSMUSG00000006587,snRNAseq2
815,Aprt,ENSMUSG00000006589,snRNAseq2
816,Abhd1,ENSMUSG00000006638,snRNAseq2
817,Slc5a6,ENSMUSG00000006641,snRNAseq2
818,Tcf23,ENSMUSG00000006642,snRNAseq2
819,Aplp1,ENSMUSG00000006651,snRNAseq2
820,Qrich1,ENSMUSG00000006673,snRNAseq2
821,P4htm,ENSMUSG00000006675,snRNAseq2
822,Usp19,ENSMUSG00000006676,snRNAseq2
823,Pola1,ENSMUSG00000006678,snRNAseq2
824,Cdc42,ENSMUSG00000006699,snRNAseq2
825,Pknox1,ENSMUSG00000006705,snRNAseq2
826,Gmnn,ENSMUSG00000006715,snRNAseq2
827,Acot13,ENSMUSG00000006717,snRNAseq2
828,Zfp184,ENSMUSG00000006720,snRNAseq2
829,Cyp27b1,ENSMUSG00000006724,snRNAseq2
830,Cdk4,ENSMUSG00000006728,snRNAseq2
831,B4galnt1,ENSMUSG00000006731,snRNAseq2
832,Mettl1,ENSMUSG00000006732,snRNAseq2
833,Tspan31,ENSMUSG00000006736,snRNAseq2
834,Saal1,ENSMUSG00000006763,snRNAseq2
835,Krt23,ENSMUSG00000006777,snRNAseq2
836,Cnp,ENSMUSG00000006782,snRNAseq2
837,Ttc25,ENSMUSG00000006784,snRNAseq2
838,Sod2,ENSMUSG00000006818,snRNAseq2
839,Stambp,ENSMUSG00000006906,snRNAseq2
840,Ezh1,ENSMUSG00000006920,snRNAseq2
841,Hap1,ENSMUSG00000006930,snRNAseq2
842,P3h4,ENSMUSG00000006931,snRNAseq2
843,Psmd2,ENSMUSG00000006998,snRNAseq2
844,Syngr3,ENSMUSG00000007021,snRNAseq2
845,Vwa7,ENSMUSG00000007030,snRNAseq2
846,Hspa1l,ENSMUSG00000007033,snRNAseq2
847,Slc44a4,ENSMUSG00000007034,snRNAseq2
848,Abhd16a,ENSMUSG00000007036,snRNAseq2
849,Neu1,ENSMUSG00000007038,snRNAseq2
850,Ddah2,ENSMUSG00000007039,snRNAseq2
851,Clic1,ENSMUSG00000007041,snRNAseq2
852,Lsm2,ENSMUSG00000007050,snRNAseq2
853,Pole,ENSMUSG00000007080,snRNAseq2
854,Atp1a2,ENSMUSG00000007097,snRNAseq2
855,Atp1a4,ENSMUSG00000007107,snRNAseq2
856,Casq1,ENSMUSG00000007122,snRNAseq2
857,Stx1a,ENSMUSG00000007207,snRNAseq2
858,Zfp775,ENSMUSG00000007216,snRNAseq2
859,Scube2,ENSMUSG00000007279,snRNAseq2
860,Mrpl49,ENSMUSG00000007338,snRNAseq2
861,Dennd2c,ENSMUSG00000007379,snRNAseq2
862,Gatad1,ENSMUSG00000007415,snRNAseq2
863,Pcdha11,ENSMUSG00000007440,snRNAseq2
864,2310003L06Rik,ENSMUSG00000007457,snRNAseq2
865,M6pr,ENSMUSG00000007458,snRNAseq2
866,Lrrc8a,ENSMUSG00000007476,snRNAseq2
867,Mc5r,ENSMUSG00000007480,snRNAseq2
868,Ppp2r1a,ENSMUSG00000007564,snRNAseq2
869,Fance,ENSMUSG00000007570,snRNAseq2
870,Tinf2,ENSMUSG00000007589,snRNAseq2
871,Tssk4,ENSMUSG00000007591,snRNAseq2
872,Hapln4,ENSMUSG00000007594,snRNAseq2
873,Gtpbp3,ENSMUSG00000007610,snRNAseq2
874,Tgfbr1,ENSMUSG00000007613,snRNAseq2
875,Homer1,ENSMUSG00000007617,snRNAseq2
876,Rad51c,ENSMUSG00000007646,snRNAseq2
877,Cav1,ENSMUSG00000007655,snRNAseq2
878,Arpp19,ENSMUSG00000007656,snRNAseq2
879,Bcl2l1,ENSMUSG00000007659,snRNAseq2
880,Ccdc124,ENSMUSG00000007721,snRNAseq2
881,Cpt1c,ENSMUSG00000007783,snRNAseq2
882,Twist2,ENSMUSG00000007805,snRNAseq2
883,Rhoa,ENSMUSG00000007815,snRNAseq2
884,Zmiz1,ENSMUSG00000007817,snRNAseq2
885,Ankrd26,ENSMUSG00000007827,snRNAseq2
886,Aldh16a1,ENSMUSG00000007833,snRNAseq2
887,Hnrnpa0,ENSMUSG00000007836,snRNAseq2
888,Prrg2,ENSMUSG00000007837,snRNAseq2
889,Hnrnph1,ENSMUSG00000007850,snRNAseq2
890,Ift43,ENSMUSG00000007867,snRNAseq2
891,Id3,ENSMUSG00000007872,snRNAseq2
892,Tcap,ENSMUSG00000007877,snRNAseq2
893,Arid1a,ENSMUSG00000007880,snRNAseq2
894,Crlf1,ENSMUSG00000007888,snRNAseq2
895,Rplp1,ENSMUSG00000007892,snRNAseq2
896,Cabs1,ENSMUSG00000007907,snRNAseq2
897,Ttc9b,ENSMUSG00000007944,snRNAseq2
898,Phox2a,ENSMUSG00000007946,snRNAseq2
899,Abhd8,ENSMUSG00000007950,snRNAseq2
900,Ift22,ENSMUSG00000007987,snRNAseq2
901,Fzd3,ENSMUSG00000007989,snRNAseq2
902,1700008O03Rik,ENSMUSG00000008028,snRNAseq2
903,Mid1ip1,ENSMUSG00000008035,snRNAseq2
904,Ap2s1,ENSMUSG00000008036,snRNAseq2
905,Fgfrl1,ENSMUSG00000008090,snRNAseq2
906,4930432K21Rik,ENSMUSG00000008129,snRNAseq2
907,Clstn3,ENSMUSG00000008153,snRNAseq2
908,Fbxw9,ENSMUSG00000008167,snRNAseq2
909,Spib,ENSMUSG00000008193,snRNAseq2
910,Fnbp4,ENSMUSG00000008200,snRNAseq2
911,Scrn3,ENSMUSG00000008226,snRNAseq2
912,Phax,ENSMUSG00000008301,snRNAseq2
913,1700109H08Rik,ENSMUSG00000008307,snRNAseq2
914,Relt,ENSMUSG00000008318,snRNAseq2
915,Snrpb2,ENSMUSG00000008333,snRNAseq2
916,Prpf31,ENSMUSG00000008373,snRNAseq2
917,Sertad1,ENSMUSG00000008384,snRNAseq2
918,Carhsp1,ENSMUSG00000008393,snRNAseq2
919,Elk3,ENSMUSG00000008398,snRNAseq2
920,Herpud2,ENSMUSG00000008429,snRNAseq2
921,Rdh13,ENSMUSG00000008435,snRNAseq2
922,Adam21,ENSMUSG00000008438,snRNAseq2
923,Nutf2,ENSMUSG00000008450,snRNAseq2
924,Fut1,ENSMUSG00000008461,snRNAseq2
925,Arpc5,ENSMUSG00000008475,snRNAseq2
926,Rnf151,ENSMUSG00000008482,snRNAseq2
927,Elavl2,ENSMUSG00000008489,snRNAseq2
928,Pou2f2,ENSMUSG00000008496,snRNAseq2
929,Mgst1,ENSMUSG00000008540,snRNAseq2
930,Nfib,ENSMUSG00000008575,snRNAseq2
931,Htr3b,ENSMUSG00000008590,snRNAseq2
932,Rab25,ENSMUSG00000008601,snRNAseq2
933,Ubqln4,ENSMUSG00000008604,snRNAseq2
934,Rbfox1,ENSMUSG00000008658,snRNAseq2
935,Rps18,ENSMUSG00000008668,snRNAseq2
936,Rpl10,ENSMUSG00000008682,snRNAseq2
937,Rps15a,ENSMUSG00000008683,snRNAseq2
938,Ncaph2,ENSMUSG00000008690,snRNAseq2
939,Gprc5b,ENSMUSG00000008734,snRNAseq2
940,Acyp1,ENSMUSG00000008822,snRNAseq2
941,Cldn13,ENSMUSG00000008843,snRNAseq2
942,Cd163,ENSMUSG00000008845,snRNAseq2
943,Hdac5,ENSMUSG00000008855,snRNAseq2
944,Clec3a,ENSMUSG00000008874,snRNAseq2
945,Vdac3,ENSMUSG00000008892,snRNAseq2
946,Slc1a7,ENSMUSG00000008932,snRNAseq2
947,Vps72,ENSMUSG00000008958,snRNAseq2
948,Gabpa,ENSMUSG00000008976,snRNAseq2
949,Bmp7,ENSMUSG00000008999,snRNAseq2
950,Dynll1,ENSMUSG00000009013,snRNAseq2
951,Pdcl,ENSMUSG00000009030,snRNAseq2
952,Tmem184b,ENSMUSG00000009035,snRNAseq2
953,Gm5965,ENSMUSG00000009047,snRNAseq2
954,Rsph14,ENSMUSG00000009070,snRNAseq2
955,Nf2,ENSMUSG00000009073,snRNAseq2
956,Cabp7,ENSMUSG00000009075,snRNAseq2
957,Zmat5,ENSMUSG00000009076,snRNAseq2
958,Ewsr1,ENSMUSG00000009079,snRNAseq2
959,Ap1b1,ENSMUSG00000009090,snRNAseq2
960,Derl3,ENSMUSG00000009092,snRNAseq2
961,Gstt4,ENSMUSG00000009093,snRNAseq2
962,Tbx1,ENSMUSG00000009097,snRNAseq2
963,Gnat2,ENSMUSG00000009108,snRNAseq2
964,2610028H24Rik,ENSMUSG00000009114,snRNAseq2
965,Spatc1l,ENSMUSG00000009115,snRNAseq2
966,Dqx1,ENSMUSG00000009145,snRNAseq2
967,Ccl8,ENSMUSG00000009185,snRNAseq2
968,Lnpk,ENSMUSG00000009207,snRNAseq2
969,Prr29,ENSMUSG00000009210,snRNAseq2
970,Mymk,ENSMUSG00000009214,snRNAseq2
971,Fam163b,ENSMUSG00000009216,snRNAseq2
972,Ascl2,ENSMUSG00000009248,snRNAseq2
973,Pttg1ip,ENSMUSG00000009291,snRNAseq2
974,Trpm2,ENSMUSG00000009292,snRNAseq2
975,Ube2g2,ENSMUSG00000009293,snRNAseq2
976,Mpo,ENSMUSG00000009350,snRNAseq2
977,Slc16a12,ENSMUSG00000009378,snRNAseq2
978,Syn2,ENSMUSG00000009394,snRNAseq2
979,Tnpo1,ENSMUSG00000009470,snRNAseq2
980,Myod1,ENSMUSG00000009471,snRNAseq2
981,Otog,ENSMUSG00000009487,snRNAseq2
982,Rnmt,ENSMUSG00000009535,snRNAseq2
983,Kcnq1,ENSMUSG00000009545,snRNAseq2
984,Srp14,ENSMUSG00000009549,snRNAseq2
985,6330409D20Rik,ENSMUSG00000009551,snRNAseq2
986,Cdk9,ENSMUSG00000009555,snRNAseq2
987,Fpgs,ENSMUSG00000009566,snRNAseq2
988,Mkl2,ENSMUSG00000009569,snRNAseq2
989,Cbx5,ENSMUSG00000009575,snRNAseq2
990,Odam,ENSMUSG00000009580,snRNAseq2
991,Apobec3,ENSMUSG00000009585,snRNAseq2
992,St6galnac1,ENSMUSG00000009588,snRNAseq2
993,Taf7l,ENSMUSG00000009596,snRNAseq2
994,Vav2,ENSMUSG00000009621,snRNAseq2
995,Ppp2cb,ENSMUSG00000009630,snRNAseq2
996,Dmap1,ENSMUSG00000009640,snRNAseq2
997,Mcu,ENSMUSG00000009647,snRNAseq2
998,Bcr,ENSMUSG00000009681,snRNAseq2
